Physical Time (s),enth_flux_viscous_top Monitor (kg-m/s^3): top_cv1,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv2,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv3,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv4,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv5,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv6,enth_flux_viscous_top Monitor (kg-m/s^3): top_cv7
3.94,2.2074560002201832e-09,2.6053544909545547e-09,2.8315683894842058e-09,3.0245401909195186e-09,3.3945659461342522e-09,4.3947210843277161e-09,5.2768662159392553e-09
3.9425,2.2098545349342861e-09,2.6081890482128465e-09,2.8348591019414888e-09,3.0272022033816355e-09,3.3964778303233572e-09,4.3887794998054211e-09,5.2695835291784253e-09
3.945,2.2121205554063869e-09,2.6108774758647007e-09,2.8379788392996716e-09,3.0297188750072616e-09,3.398275290590271e-09,4.3829852636759571e-09,5.2625404430242557e-09
3.9475,2.2142441981410457e-09,2.6134083397214457e-09,2.8409168599400532e-09,3.0320821723133794e-09,3.3999505108748217e-09,4.377330476696717e-09,5.2557411382097698e-09
3.95,2.2162161955898502e-09,2.6157710928766e-09,2.84366196890531e-09,3.0342858377671723e-09,3.4014989791623885e-09,4.3718095911110724e-09,5.2491919324138982e-09
3.9525,2.2180280481707768e-09,2.6179562535958682e-09,2.846203130123977e-09,3.0363227269624183e-09,3.4029163830219229e-09,4.3664167653683091e-09,5.2428989546854482e-09
3.955,2.2196721514652428e-09,2.6199554153033512e-09,2.8485312481599982e-09,3.0381845822899073e-09,3.4041975336904012e-09,4.361145492128528e-09,5.2368670435856484e-09
3.9575,2.2211419138596099e-09,2.6217612813767426e-09,2.8506392824760838e-09,3.0398653701630845e-09,3.4053375254169439e-09,4.3559914930194344e-09,5.2311039137246641e-09
3.96,2.2224313049742044e-09,2.6233670980537393e-09,2.8525209623519765e-09,3.0413605749413174e-09,3.4063310666917066e-09,4.3509480810939926e-09,5.2256146039645885e-09
3.9625,2.2235355704979018e-09,2.6247672996857836e-09,2.8541708943726288e-09,3.0426656123081899e-09,3.4071741806691791e-09,4.3460086257491199e-09,5.2204026109611943e-09
3.965,2.2244508861338138e-09,2.6259571477627426e-09,2.8555841770759349e-09,3.0437781125138297e-09,3.4078674324021628e-09,4.3411706333099143e-09,5.2154781164344237e-09
3.9675,2.2251742905641454e-09,2.6269328071818784e-09,2.8567560091951464e-09,3.0446962338321135e-09,3.4084113449687776e-09,4.336430730042375e-09,5.2108551296055514e-09
3.97,2.2257042976219426e-09,2.6276918365611591e-09,2.8576819018206322e-09,3.0454169086367891e-09,3.4088034098616728e-09,4.3317816739798644e-09,5.2065433943172303e-09
3.9725,2.2260391379940293e-09,2.6282315185836016e-09,2.8583582198949129e-09,3.0459366864683038e-09,3.4090409775668138e-09,4.3272171798047421e-09,5.2025483269733128e-09
3.975,2.2261781653491317e-09,2.6285503709250495e-09,2.8587843232961594e-09,3.0462549324518239e-09,3.409123810394777e-09,4.3227348555667509e-09,5.1988755516465807e-09
3.9775,2.2261210749451129e-09,2.628647505524789e-09,2.8589600020556462e-09,3.0463722249136328e-09,3.4090527534190481e-09,4.3183326445347767e-09,5.1955339957110232e-09
3.98,2.2258687820756776e-09,2.6285231799872292e-09,2.8588848785190326e-09,3.0462887893150391e-09,3.4088277168037847e-09,4.3140061094192273e-09,5.1925290925946285e-09
3.9825,2.2254240704522371e-09,2.6281795671653851e-09,2.8585598940435308e-09,3.0460061031035381e-09,3.4084492061776118e-09,4.3097515545970352e-09,5.1898635227429049e-09
3.985,2.2247901629615515e-09,2.6276193655586973e-09,2.8579883721307064e-09,3.0455266128824291e-09,3.4079202598646185e-09,4.3055675141309746e-09,5.187540730566604e-09
3.9875,2.2239716427517495e-09,2.626846567472137e-09,2.8571720180252761e-09,3.0448507696724301e-09,3.4072417664809286e-09,4.3014490699180914e-09,5.1855618007681764e-09
3.99,2.2229734313510854e-09,2.6258655636586515e-09,2.8561142571262756e-09,3.0439798367285695e-09,3.4064151492814183e-09,4.297394555126439e-09,5.1839316933687181e-09
3.9925,2.2218012775879829e-09,2.6246815512804443e-09,2.854819396460304e-09,3.0429155587327466e-09,3.4054416060255577e-09,4.2934027123019328e-09,5.1826547081548932e-09
3.995,2.2204612793274673e-09,2.6233002526091674e-09,2.853292449820334e-09,3.0416611047314842e-09,3.404322433955042e-09,4.2894706828702425e-09,5.1817301513652141e-09
3.9975,2.2189605298334472e-09,2.6217287731651461e-09,2.8515390440701982e-09,3.0402203075175251e-09,3.4030593084338754e-09,4.2855939604916866e-09,5.1811504455194945e-09
4.0,2.21730711050251e-09,2.6199756302384601e-09,2.8495700627785716e-09,3.0386038598974872e-09,3.4016615962687083e-09,4.281774362890125e-09,5.1809107408171296e-09
4.0025,2.2155103784349147e-09,2.6180506755919138e-09,2.8473964091629245e-09,3.0368218212252924e-09,3.4001378215681355e-09,4.2780132906349544e-09,5.1810045957101537e-09
4.005,2.21357953847086e-09,2.6159634058376869e-09,2.8450265637979283e-09,3.0348801208999654e-09,3.3984906051164075e-09,4.2743077487094125e-09,5.1814209894813112e-09
4.0075,2.2115241844917419e-09,2.6137235433384455e-09,2.8424726169688724e-09,3.0327865754877069e-09,3.3967239143105623e-09,4.2706559119546162e-09,5.1821461944784039e-09
4.01,2.2093530581522729e-09,2.611339988166636e-09,2.8397415227733241e-09,3.0305447875449261e-09,3.3948385894718232e-09,4.2670519379303052e-09,5.1831677444214663e-09
4.0125,2.2070756186197757e-09,2.6088228202566153e-09,2.8368459070334102e-09,3.0281660974509237e-09,3.3928441389273898e-09,4.2634988598213231e-09,5.1844835158983954e-09
4.015,2.2047016931187331e-09,2.6061830683489893e-09,2.833795876702048e-09,3.025659141783506e-09,3.3907472212501848e-09,4.2599954957153103e-09,5.1860837179673963e-09
4.0175,2.2022421915269705e-09,2.6034329065465167e-09,2.8306054856854515e-09,3.0230352933696139e-09,3.3885571423156646e-09,4.2565419813360931e-09,5.1879520536580717e-09
4.02,2.1997077279124075e-09,2.6005836495949107e-09,2.8272858020728215e-09,3.0203013811435937e-09,3.3862794286511602e-09,4.2531340587994256e-09,5.1900671783487795e-09
4.0225,2.1971092889772958e-09,2.5976463153885961e-09,2.8238475915650598e-09,3.0174635389448944e-09,3.3839176684848688e-09,4.2497673227334869e-09,5.1924072191955303e-09
4.025,2.1944568289020725e-09,2.594630819336971e-09,2.8202997952426099e-09,3.0145261883621134e-09,3.3814733073742772e-09,4.2464374627724058e-09,5.194952578493798e-09
4.0275,2.1917593938209456e-09,2.5915466737286387e-09,2.8166516465080615e-09,3.0114946295006365e-09,3.3789480379910175e-09,4.2431411350446298e-09,5.1976816116978988e-09
4.03,2.1890267583012856e-09,2.588404888962081e-09,2.8129162777921133e-09,3.0083788557893531e-09,3.3763481035218373e-09,4.2398786732090324e-09,5.2005783549860695e-09
4.0325,2.1862670466607931e-09,2.5852151443151611e-09,2.8091049884293869e-09,3.0051867967719842e-09,3.3736778276315759e-09,4.2366465642232176e-09,5.2036267997988139e-09
4.035,2.1834875849400085e-09,2.5819862133237461e-09,2.8052315576178507e-09,3.0019298980329432e-09,3.3709442276569989e-09,4.2334422217455097e-09,5.2068115241220874e-09
4.0375,2.1806953504310367e-09,2.5787263345714892e-09,2.8013043971213693e-09,2.9986138149683504e-09,3.3681498664620772e-09,4.2302585430440209e-09,5.2101068206014619e-09
4.04,2.1778971583239086e-09,2.5754435029152664e-09,2.7973351661277657e-09,2.9952465760765931e-09,3.3653023377450441e-09,4.2270958330611397e-09,5.2134867096910335e-09
4.0425,2.1750995705706045e-09,2.5721456298023558e-09,2.7933335855948343e-09,2.9918345935886374e-09,3.3624069610279769e-09,4.223954563189657e-09,5.2169165811110821e-09
4.045,2.1723093290269296e-09,2.5688410528901615e-09,2.7893098812855789e-09,2.9883861918693951e-09,3.3594681152153546e-09,4.2208331419351801e-09,5.2203643421475001e-09
4.0475,2.16953392618561e-09,2.5655390118136954e-09,2.7852778896451975e-09,2.9849147588853136e-09,3.3564943647364766e-09,4.2177323170497533e-09,5.2238088105932583e-09
4.05,2.1667810909376472e-09,2.5622489333595811e-09,2.7812481889754666e-09,2.9814298305688761e-09,3.3534920543658328e-09,4.2146495640187873e-09,5.227231494494058e-09
4.0525,2.1640588720263541e-09,2.5589807234117462e-09,2.7772339882276672e-09,2.9779431424082177e-09,3.3504706832690137e-09,4.2115853974245534e-09,5.2306163657253883e-09
4.055,2.1613753727475843e-09,2.5557444412503079e-09,2.7732501723866264e-09,2.9744677214957627e-09,3.3474417560627586e-09,4.2085428175530138e-09,5.2339455373619863e-09
4.0575,2.1587383685626011e-09,2.5525500328142196e-09,2.7693085934488303e-09,2.9710130763283696e-09,3.3444150113811433e-09,4.2055259146129148e-09,5.2371977128221244e-09
4.06,2.156155694759712e-09,2.5494075446037858e-09,2.7654222759964346e-09,2.9675896769352924e-09,3.3414004433587056e-09,4.2025422362911425e-09,5.2403521093714839e-09
4.0625,2.153634932904088e-09,2.5463266488920925e-09,2.7616043275268368e-09,2.9642084645953148e-09,3.3384064730306194e-09,4.199594687507309e-09,5.2433864913425393e-09
4.065,2.1511829333975389e-09,2.5433162600730944e-09,2.7578684400265382e-09,2.9608831153697346e-09,3.3354428450283553e-09,4.1966856835023229e-09,5.2462811929514565e-09
4.0675,2.148804883529167e-09,2.54038357121298e-09,2.7542246263149428e-09,2.9576247316826828e-09,3.3325185314875465e-09,4.1938178177711309e-09,5.2490157994277362e-09
4.07,2.1465072315261161e-09,2.5375370289476576e-09,2.7506848682602711e-09,2.9544452267637943e-09,3.3296461713699377e-09,4.1909996047387374e-09,5.2515736045648609e-09
4.0725,2.1442955987420837e-09,2.5347840576564415e-09,2.7472601020856424e-09,2.9513542671439533e-09,3.3268365342201548e-09,4.1882388374785684e-09,5.2539366326515194e-09
4.075,2.1421736507865158e-09,2.5321299565315228e-09,2.7439587354301508e-09,2.9483584430270964e-09,3.3240967296782865e-09,4.1855409485265518e-09,5.2560851292090063e-09
4.0775,2.14014671545596e-09,2.5295819771199577e-09,2.740790578016124e-09,2.9454658492081852e-09,3.3214336027950512e-09,4.1829113033881127e-09,5.2579969776568381e-09
4.08,2.1382186070910683e-09,2.5271461754226541e-09,2.7377647337841053e-09,2.9426847901005145e-09,3.3188529286650959e-09,4.1803506644850659e-09,5.2596471195954666e-09
4.0825,2.1363950102455838e-09,2.524830467688398e-09,2.7348922376904488e-09,2.9400279374564293e-09,3.3163652671599916e-09,4.1778645946829716e-09,5.2610205985330497e-09
4.085,2.134680176268876e-09,2.5226408152473984e-09,2.7321813596909891e-09,2.9375049004090108e-09,3.3139806376290908e-09,4.1754593489991952e-09,5.2621036586032146e-09
4.0875,2.1330796510964603e-09,2.5205840436806657e-09,2.7296406133004868e-09,2.9351237131911808e-09,3.3117078985397211e-09,4.1731406367923887e-09,5.262884692479198e-09
4.09,2.1315980485325739e-09,2.5186661510537342e-09,2.7272782127309254e-09,2.9328907995714477e-09,3.3095517494986501e-09,4.1709125691486993e-09,5.2633530600319883e-09
4.0925,2.1302411670970505e-09,2.516894801736096e-09,2.7251043937323059e-09,2.9308155401909757e-09,3.3075195779372932e-09,4.168781495781128e-09,5.2635001577156938e-09
4.095,2.1290148953357951e-09,2.5152778915019937e-09,2.7231294409762823e-09,2.9289089824986247e-09,3.3056243384454393e-09,4.1667583472415695e-09,5.2633226226641946e-09
4.0975,2.127924852479888e-09,2.5138227993491346e-09,2.7213619768136307e-09,2.9271793636813837e-09,3.3038747933516305e-09,4.1648494362270594e-09,5.2628148826946878e-09
4.1,2.1269760622792964e-09,2.5125360642085332e-09,2.7198102322052452e-09,2.925633823068326e-09,3.3022753440432409e-09,4.1630571269941044e-09,5.2619716236021201e-09
4.1025,2.1261730049863759e-09,2.5114236703569094e-09,2.7184814946449051e-09,2.9242805726759396e-09,3.3008328737247379e-09,4.1613850611707411e-09,5.2607908769476876e-09
4.105,2.1255203321106782e-09,2.5104917227082277e-09,2.7173827415459995e-09,2.9231277893087292e-09,3.2995563969940838e-09,4.1598394990202366e-09,5.2592743458726565e-09
4.1075,2.125022080097972e-09,2.5097455721452072e-09,2.7165197843779985e-09,2.9221818411322575e-09,3.2984539089853792e-09,4.158426232264189e-09,5.2574242280658179e-09
4.11,2.1246823559222505e-09,2.5091903013841666e-09,2.7158986300714903e-09,2.9214492853202075e-09,3.2975321374495568e-09,4.1571517099953817e-09,5.2552447369514599e-09
4.1125,2.1245048834402339e-09,2.5088303167294847e-09,2.7155230928261094e-09,2.9209342998287677e-09,3.2967952136545514e-09,4.1560215689320172e-09,5.2527417360009297e-09
4.115,2.1244930813726852e-09,2.508669851656299e-09,2.7153963530639147e-09,2.9206417293247588e-09,3.2962489852921858e-09,4.1550438115288113e-09,5.2499268266997661e-09
4.1175,2.1246502040450465e-09,2.5087135497868347e-09,2.7155231957681452e-09,2.9205769628355375e-09,3.2958998705406165e-09,4.1542258715838069e-09,5.2468124500471331e-09
4.12,2.1249789185017956e-09,2.5089654895634896e-09,2.7159081143492152e-09,2.9207438021214072e-09,3.2957523315473755e-09,4.153573043017215e-09,5.2434116838526436e-09
4.1225,2.1254822183223461e-09,2.5094292291326955e-09,2.7165563124221646e-09,2.9211474284799563e-09,3.2958106134367705e-09,4.1530891402245354e-09,5.2397348294911775e-09
4.125,2.126161408704389e-09,2.5101057607157067e-09,2.7174661936091825e-09,2.9217854424764117e-09,3.2960719908617288e-09,4.1527696202613038e-09,5.2357829082676561e-09
4.1275,2.1270166441329545e-09,2.5109948464223356e-09,2.7186348097511202e-09,2.9226558295149638e-09,3.296534762777343e-09,4.1526114054856511e-09,5.2315600896108006e-09
4.13,2.1280475386868525e-09,2.512096054524994e-09,2.72005927988963e-09,2.9237560747063979e-09,3.2971974309130379e-09,4.1526135830582873e-09,5.2270752611440711e-09
4.1325,2.1292534385445541e-09,2.5134089587099327e-09,2.7217400556640979e-09,2.925086045176682e-09,3.2980604956391669e-09,4.1527778205657179e-09,5.2223414437870613e-09
4.135,2.1306322495809462e-09,2.5149311310407363e-09,2.723669364018381e-09,2.9266369849633293e-09,3.2991149981636182e-09,4.1530966860560653e-09,5.2173643631335709e-09
4.1375,2.1321808203532048e-09,2.5166585332785197e-09,2.725841206223499e-09,2.9284038787847483e-09,3.3003559787434885e-09,4.153567498723249e-09,5.2121575774453221e-09
4.14,2.1338945178124318e-09,2.518585630980225e-09,2.7282512781645175e-09,2.9303844973384634e-09,3.3017817955183167e-09,4.1541886669222476e-09,5.2067361624828116e-09
4.1425,2.135767579647164e-09,2.5207058778532156e-09,2.7308878339776054e-09,2.932568371110645e-09,3.3033831842061025e-09,4.1549502871143e-09,5.2011063946459169e-09
4.145,2.1377934649478652e-09,2.5230115067283641e-09,2.7337393150324131e-09,2.9349444852327899e-09,3.3051500817899124e-09,4.1558438682258726e-09,5.1952771508520773e-09
4.1475,2.1399652039253018e-09,2.5254939460382256e-09,2.7367985254296883e-09,2.9375050230850064e-09,3.3070749191749294e-09,4.1568636094979773e-09,5.1892611134393158e-09
4.15,2.1422747721282909e-09,2.5281434085506468e-09,2.7400481428894484e-09,2.940233035419641e-09,3.3091422593389112e-09,4.1579962072767901e-09,5.1830631950555604e-09
4.1525,2.1447141985090072e-09,2.5309500232047458e-09,2.7434753291875744e-09,2.9431154714364065e-09,3.3113401162301487e-09,4.1592312545940886e-09,5.1766918434766841e-09
4.155,2.1472739510960389e-09,2.5339020493753032e-09,2.7470665491652675e-09,2.9461394696761206e-09,3.3136560723386083e-09,4.1605561590074674e-09,5.170156186400902e-09
4.1575,2.1499440801346622e-09,2.5369873414484649e-09,2.7508031771417847e-09,2.9492881533024095e-09,3.3160738868365783e-09,4.161954663088731e-09,5.1634637059209715e-09
4.16,2.1527132932686448e-09,2.5401926687198394e-09,2.7546722887648089e-09,2.9525509339286835e-09,3.3185838906540853e-09,4.1634183721155753e-09,5.1566290836920684e-09
4.1625,2.1555703773707372e-09,2.5435047700563977e-09,2.7586547560552061e-09,2.9559106549352811e-09,3.3211718005671388e-09,4.1649354230248069e-09,5.1496628333131207e-09
4.165,2.1585032179941882e-09,2.5469094000613884e-09,2.7627321691832981e-09,2.9593467704385228e-09,3.3238204087927164e-09,4.1664912345979823e-09,5.1425715331340884e-09
4.1675,2.1614992658587557e-09,2.550392234932371e-09,2.7668906522532143e-09,2.9628460257234058e-09,3.3265174885765636e-09,4.1680742303750202e-09,5.1353656349761511e-09
4.17,2.1645453198485844e-09,2.5539381698573542e-09,2.771110741128479e-09,2.9663898840996945e-09,3.3292441897951299e-09,4.1696650240109259e-09,5.1280454544152437e-09
4.1725,2.1676275986663809e-09,2.5575312085148412e-09,2.7753790050004367e-09,2.9699660039552404e-09,3.3319899162123551e-09,4.1712556457566398e-09,5.1206267838260202e-09
4.175,2.1707314706285921e-09,2.561154361561662e-09,2.7796744329997844e-09,2.973559416684575e-09,3.3347432577904712e-09,4.1728394875792822e-09,5.1131296329953793e-09
4.1775,2.1738416186793112e-09,2.5647897199621951e-09,2.7839752931074351e-09,2.9771518860923737e-09,3.3374876284722584e-09,4.1744037244579501e-09,5.10556987853953e-09
4.18,2.1769424470774692e-09,2.5684188548121556e-09,2.788261660780107e-09,2.9807261785685659e-09,3.3402067716106545e-09,4.1759333400928337e-09,5.097960089838006e-09
4.1825,2.1800183425543951e-09,2.5720234667182403e-09,2.7925084949168203e-09,2.984258534841812e-09,3.3428794415902389e-09,4.1774079560873993e-09,5.0903070037196317e-09
4.185,2.1830544183487602e-09,2.5755863899161343e-09,2.7966990113603845e-09,2.9877333232193513e-09,3.3454934236654695e-09,4.1788186973400302e-09,5.0826266969527874e-09
4.1875,2.1860359395569155e-09,2.5790905216732022e-09,2.800813742619406e-09,2.9911328005705696e-09,3.3480334485397271e-09,4.1801539700052046e-09,5.074931240170925e-09
4.19,2.1889487543220923e-09,2.5825192103070704e-09,2.8048318173641141e-09,2.9944388476959838e-09,3.3504838689910339e-09,4.181402950741769e-09,5.0672329124795728e-09
4.1925,2.1917787958264144e-09,2.5858559384289198e-09,2.8087369792609172e-09,2.9976390311815779e-09,3.3528343558466268e-09,4.1825575685744355e-09,5.0595480240586351e-09
4.195,2.1945120454081487e-09,2.5890841610947936e-09,2.812509144620818e-09,3.0007177597356818e-09,3.3550732166657519e-09,4.183605481102003e-09,5.0518895919361354e-09
4.1975,2.1971351234409e-09,2.5921881825249991e-09,2.8161291496474507e-09,3.0036592173326244e-09,3.3571889426605738e-09,4.1845371213559882e-09,5.0442715739746754e-09
4.2,2.1996354651966548e-09,2.5951532467560051e-09,2.8195821462150694e-09,3.0064511985120639e-09,3.3591730037151405e-09,4.1853496948930627e-09,5.0367144241722704e-09
4.2025,2.2020009362786783e-09,2.5979650142557617e-09,2.822851097086083e-09,3.0090786304258289e-09,3.3610137769460914e-09,4.1860391586732529e-09,5.0292359655799119e-09
4.205,2.2042202797496187e-09,2.6006101287121254e-09,2.8259201927243449e-09,3.0115274791639563e-09,3.3626989935448646e-09,4.186598617992022e-09,5.0218505507677921e-09
4.2075,2.2062822143351432e-09,2.6030752656705167e-09,2.828775907145401e-09,3.0137865299542141e-09,3.3642185999861627e-09,4.1870217426459136e-09,5.0145728973531743e-09
4.21,2.2081761971369878e-09,2.6053479777899405e-09,2.8314066104042823e-09,3.0158465481872467e-09,3.365564717818494e-09,4.1873038861278203e-09,5.0074200172733655e-09
4.2125,2.2098926403363915e-09,2.6074170593457024e-09,2.8337992199175054e-09,3.01769381323779e-09,3.3667254564484902e-09,4.1874372487802404e-09,5.0004058471764202e-09
4.215,2.2114235018540605e-09,2.6092734111803972e-09,2.8359434708477948e-09,3.0193223313091234e-09,3.3676970698680501e-09,4.1874224263285306e-09,4.9935531516521541e-09
4.2175,2.2127617528521773e-09,2.6109090495916839e-09,2.8378299760465645e-09,3.0207257561373171e-09,3.3684752397807362e-09,4.1872569151518351e-09,4.9868800110086689e-09
4.22,2.2139018581450657e-09,2.6123170735943065e-09,2.8394503382385086e-09,3.021897872498453e-09,3.3690569493697349e-09,4.1869393093638427e-09,4.9804040206160378e-09
