Physical Time (s),phi_vol Monitor (W): cv1,phi_vol Monitor (W): cv2,phi_vol Monitor (W): cv3,phi_vol Monitor (W): cv4,phi_vol Monitor (W): cv5,phi_vol Monitor (W): cv6,phi_vol Monitor (W): cv7
5.42775,7.3294994031627734e-07,1.8081808353193196e-07,1.1858889489673594e-07,8.3473026359204674e-08,6.4337536126959123e-08,8.857627408302163e-08,6.2671626896056157e-08
5.428,7.3293134622622789e-07,1.8081283957465761e-07,1.1860423044300379e-07,8.3480341719645621e-08,6.4338196408557739e-08,8.8582940052110791e-08,6.2668902275572077e-08
5.42825,7.329123699466314e-07,1.8080653355943589e-07,1.1862033944323562e-07,8.348778856830021e-08,6.43389183246006e-08,8.8589546386896032e-08,6.2666211829184174e-08
5.4285,7.3289285311168576e-07,1.807992273481941e-07,1.1863731026347552e-07,8.3495367466033572e-08,6.4339693746770164e-08,8.8596087649634585e-08,6.2663571535380783e-08
5.42875,7.328728782556268e-07,1.8079081035060858e-07,1.1865519950682483e-07,8.3503090246134605e-08,6.434053971189906e-08,8.8602541548196314e-08,6.2660970721107727e-08
5.429,7.3285263078497731e-07,1.8078113649300362e-07,1.1867401214517836e-07,8.3510953828722584e-08,6.4341464880867767e-08,8.8608936040742764e-08,6.2658385043400325e-08
5.42925,7.3283207818890942e-07,1.8077016607594584e-07,1.1869376282028847e-07,8.3518964705136582e-08,6.4342462827540869e-08,8.8615289446077453e-08,6.2655801694141351e-08
5.4295,7.3281103489277823e-07,1.8075791345845657e-07,1.1871448347920565e-07,8.3527139736175954e-08,6.4343532830788278e-08,8.8621632324667993e-08,6.2653229509412214e-08
5.42975,7.3278949693294751e-07,1.8074434706827902e-07,1.1873620398515205e-07,8.3535473465099447e-08,6.4344679372708312e-08,8.8627974068208363e-08,6.2650671313099833e-08
5.43,7.3276766191522789e-07,1.8072928430916149e-07,1.1875895285555834e-07,8.3543959674011347e-08,6.4345898602826255e-08,8.8634319455111746e-08,6.264812577002309e-08
5.43025,7.3274552861480994e-07,1.8071270823466856e-07,1.187827683488424e-07,8.3552584423631148e-08,6.4347191998279089e-08,8.8640674997631926e-08,6.2645611482489127e-08
5.4305,7.3272292803694074e-07,1.8069478384044435e-07,1.1880771020946527e-07,8.3561338944896141e-08,6.4348550240419752e-08,8.8647058235857672e-08,6.2643119192871714e-08
5.43075,7.3269984363674723e-07,1.8067551401862136e-07,1.1883382749022924e-07,8.3570228954744628e-08,6.434997612604456e-08,8.8653446209363248e-08,6.2640649676190738e-08
5.431,7.3267641634913109e-07,1.8065476973398619e-07,1.1886113908813025e-07,8.3579249155521337e-08,6.4351454384358403e-08,8.8659811740789132e-08,6.263822206234764e-08
5.43125,7.3265263468622841e-07,1.8063254313193693e-07,1.1888967660089922e-07,8.3588397510945154e-08,6.4352976060374033e-08,8.8666125535173467e-08,6.2635858974072954e-08
5.4315,7.3262845895179227e-07,1.8060880250411462e-07,1.1891949879277224e-07,8.3597691393897766e-08,6.4354536826837254e-08,8.8672367165366927e-08,6.2633577740649412e-08
5.43175,7.3260386503653171e-07,1.8058348786706971e-07,1.1895069204573595e-07,8.3607147844783406e-08,6.4356146595720956e-08,8.8678551756927735e-08,6.2631380031442368e-08
5.432,7.3257890263590289e-07,1.8055647666860138e-07,1.189833009832528e-07,8.3616769312270987e-08,6.4357830794908252e-08,8.8684668818908346e-08,6.262926630882678e-08
5.43225,7.3255357399825715e-07,1.8052778954506593e-07,1.1901729152475692e-07,8.3626549216209478e-08,6.4359602557185764e-08,8.8690697967901236e-08,6.2627246070888069e-08
5.4325,7.3252771630894006e-07,1.8049761138088154e-07,1.1905263121914765e-07,8.3636491792816251e-08,6.436147026562674e-08,8.8696643244502061e-08,6.2625325617381862e-08
5.43275,7.3250137509739448e-07,1.8046585779354836e-07,1.1908934271545908e-07,8.3646587486455487e-08,6.4363436304664859e-08,8.8702518485386257e-08,6.2623479049652471e-08
5.433,7.3247472407531571e-07,1.8043230212347011e-07,1.191274543142481e-07,8.3656816406667083e-08,6.4365496290402566e-08,8.870835331805923e-08,6.2621686905203083e-08
5.43325,7.3244777881371984e-07,1.8039683940019056e-07,1.1916702661099206e-07,8.3667167823691725e-08,6.4367650293313598e-08,8.8714170662860659e-08,6.2619946059343608e-08
5.4335,7.3242035836058396e-07,1.8035955836164198e-07,1.1920813524968312e-07,8.3677642958290449e-08,6.4369887709234544e-08,8.8719983085821042e-08,6.2618248152508744e-08
5.43375,7.3239242848585834e-07,1.8032046075036485e-07,1.1925084747087264e-07,8.3688236850660164e-08,6.4372203813527471e-08,8.8725782011888359e-08,6.2616580886868942e-08
5.434,7.3236415030012616e-07,1.8027943131634065e-07,1.1929515913384452e-07,8.369894872529185e-08,6.437460028448353e-08,8.8731574943740744e-08,6.261492118255806e-08
5.43425,7.32335527353623e-07,1.8023656836383201e-07,1.1934104552904094e-07,8.3709778276832604e-08,6.437707210291865e-08,8.8737379974005986e-08,6.2613270537286676e-08
5.4345,7.3230643852469627e-07,1.8019205806731051e-07,1.1938849576044755e-07,8.3720738871453293e-08,6.4379634061583657e-08,8.8743192320140772e-08,6.2611635971327731e-08
5.43475,7.3227690361479973e-07,1.8014583470023958e-07,1.1943753319850351e-07,8.3731834242677274e-08,6.4382298035322316e-08,8.8749009349390373e-08,6.2610024876064231e-08
5.435,7.3224706881507663e-07,1.800976753527498e-07,1.1948822148183421e-07,8.3743065129948296e-08,6.4385068827324316e-08,8.8754806055347555e-08,6.2608433509642555e-08
5.43525,7.322169580572004e-07,1.8004748262632777e-07,1.1954058478243731e-07,8.3754416892692269e-08,6.4387946043856438e-08,8.8760586009518338e-08,6.2606855299589323e-08
5.4355,7.321864675041685e-07,1.7999539736901676e-07,1.1959459243917532e-07,8.3765878298825512e-08,6.4390932608753833e-08,8.8766352330226073e-08,6.2605298102866559e-08
5.43575,7.3215558208512911e-07,1.7994146710599517e-07,1.1965019684866826e-07,8.3777445097233608e-08,6.4394022504480463e-08,8.8772100473753417e-08,6.2603737210855506e-08
5.436,7.3212437344647398e-07,1.7988561446599642e-07,1.1970740979843573e-07,8.3789114334867422e-08,6.439720454821361e-08,8.8777834394231113e-08,6.2602198247728706e-08
5.43625,7.3209283390203026e-07,1.7982785273207346e-07,1.1976623757309201e-07,8.3800882049272058e-08,6.44004704130352e-08,8.8783568266132528e-08,6.2600689682194991e-08
5.4365,7.3206095929174005e-07,1.7976818579850861e-07,1.1982668831072889e-07,8.381276786485894e-08,6.440382981905627e-08,8.8789320444842895e-08,6.2599200216832574e-08
5.43675,7.3202874906226151e-07,1.7970655910676445e-07,1.1988878662288065e-07,8.3824787203403335e-08,6.4407300642877233e-08,8.8795119567225966e-08,6.2597764188018517e-08
5.437,7.3199625607469456e-07,1.7964281095223122e-07,1.1995259072380078e-07,8.3836936822856884e-08,6.4410886928523675e-08,8.8800975249274177e-08,6.2596377621955956e-08
5.43725,7.3196349437644862e-07,1.795769426827117e-07,1.200181035763784e-07,8.3849214197578529e-08,6.4414593847043076e-08,8.8806907217055001e-08,6.2595067051863103e-08
5.4375,7.3193049156145716e-07,1.7950892983683269e-07,1.2008530885859536e-07,8.386162043867226e-08,6.4418420920680189e-08,8.8812911720462386e-08,6.2593848746284191e-08
5.43775,7.3189718631507105e-07,1.7943894031531552e-07,1.2015418326953505e-07,8.3874149269163048e-08,6.4422378320051056e-08,8.8818972067336261e-08,6.2592700545031113e-08
5.438,7.318636591507126e-07,1.7936698727903857e-07,1.2022468787179763e-07,8.3886803359010801e-08,6.4426456674902853e-08,8.8825084993996343e-08,6.259161851993332e-08
5.43825,7.3182987902918028e-07,1.7929304999778883e-07,1.2029683562628488e-07,8.3899581764375454e-08,6.4430648024011263e-08,8.883121181789301e-08,6.2590600497721165e-08
5.4385,7.3179575614897868e-07,1.7921714560739637e-07,1.2037066737630558e-07,8.3912485174745573e-08,6.4434956523022113e-08,8.8837352917491791e-08,6.2589653531921648e-08
5.43875,7.3176129669847726e-07,1.7913928460895017e-07,1.2044617163359968e-07,8.392550547526223e-08,6.4439367141979087e-08,8.8843503435178021e-08,6.2588789935469839e-08
5.439,7.3172658860850192e-07,1.7905933055527919e-07,1.2052339400288859e-07,8.3938650187576421e-08,6.4443851404231869e-08,8.8849638197899112e-08,6.2588022861198003e-08
5.43925,7.3169160777920664e-07,1.7897727593167663e-07,1.2060236915258872e-07,8.3951911662805509e-08,6.4448394116969793e-08,8.8855746574090123e-08,6.258734491154473e-08
5.4395,7.3165635926512756e-07,1.7889324142534563e-07,1.2068293539645896e-07,8.3965294490604188e-08,6.4452982985199667e-08,8.8861830341049515e-08,6.2586754710433358e-08
5.43975,7.3162082597353219e-07,1.788072870891927e-07,1.2076504610072198e-07,8.3978790363918593e-08,6.4457619139814926e-08,8.8867890778865824e-08,6.2586243238249705e-08
5.44,7.3158505623585814e-07,1.7871948599145022e-07,1.2084866219428404e-07,8.3992380697960857e-08,6.446231795430661e-08,8.8873925809837677e-08,6.2585821461378212e-08
5.44025,7.3154902743081861e-07,1.7862989779815237e-07,1.2093377114857033e-07,8.4006062543340009e-08,6.4467091742577152e-08,8.887991920171409e-08,6.2585504717903743e-08
5.4405,7.3151269551986774e-07,1.785385482985084e-07,1.2102031906175442e-07,8.4019844909276949e-08,6.4471952907376588e-08,8.8885875475617526e-08,6.2585277386330496e-08
5.44075,7.3147612578752614e-07,1.7844541092682587e-07,1.2110825161484476e-07,8.4033733173590728e-08,6.447690721462041e-08,8.8891798879925494e-08,6.2585127346505136e-08
5.441,7.3143934751412571e-07,1.7835051832445616e-07,1.2119752449795774e-07,8.4047726396280736e-08,6.4481944976276838e-08,8.8897690532803106e-08,6.25850550711718e-08
5.44125,7.3140241115284589e-07,1.7825386075122153e-07,1.2128812938874136e-07,8.4061825842788044e-08,6.4487055054532459e-08,8.8903564505661285e-08,6.2585047949248634e-08
5.4415,7.3136526823705075e-07,1.7815544340696454e-07,1.2138013173499483e-07,8.4076023562934307e-08,6.4492243568359836e-08,8.8909407600779082e-08,6.258507866079844e-08
5.44175,7.3132790096298189e-07,1.7805531588471463e-07,1.2147347892146926e-07,8.4090328098586012e-08,6.449751597251978e-08,8.8915223255190289e-08,6.2585125355203231e-08
5.442,7.3129032138573375e-07,1.7795355219975053e-07,1.2156811925968122e-07,8.4104733025946957e-08,6.4502852491007739e-08,8.8921030620961054e-08,6.258517907353432e-08
5.44225,7.3125254299579713e-07,1.778502156973203e-07,1.2166400329766803e-07,8.4119213439121857e-08,6.4508261443493195e-08,8.8926832545590027e-08,6.2585233230178145e-08
5.4425,7.312145499132735e-07,1.7774547044235077e-07,1.2176094948172715e-07,8.413375512275252e-08,6.4513765181277027e-08,8.8932606033298526e-08,6.2585279600790524e-08
5.44275,7.3117636383424646e-07,1.7763936956566743e-07,1.2185887654382359e-07,8.4148369892460206e-08,6.4519376735600136e-08,8.8938340474873181e-08,6.2585347481783621e-08
5.443,7.3113806620468074e-07,1.7753182548738274e-07,1.2195780393465402e-07,8.4163049938381523e-08,6.4525081567633524e-08,8.8944050696467694e-08,6.2585449167873938e-08
5.44325,7.3109965148940757e-07,1.7742289422362869e-07,1.2205768739867471e-07,8.4177775473671537e-08,6.4530864026160619e-08,8.8949751668993116e-08,6.2585598656713233e-08
5.4435,7.3106105632549428e-07,1.7731273972618175e-07,1.2215848298517944e-07,8.4192541614131386e-08,6.453671342181114e-08,8.8955455100701498e-08,6.2585817916783874e-08
5.44375,7.3102214357486626e-07,1.772015270398128e-07,1.2226015328170954e-07,8.4207361782223194e-08,6.4542625070296271e-08,8.8961155474096932e-08,6.2586123168401702e-08
5.444,7.3098297043145203e-07,1.7708920653463868e-07,1.22362704793903e-07,8.4222264455259645e-08,6.4548581901732568e-08,8.8966823257441184e-08,6.2586519857955575e-08
5.44425,7.3094354944069924e-07,1.769758505396949e-07,1.2246606431358226e-07,8.4237257966760175e-08,6.4554581973451013e-08,8.8972451904978914e-08,6.2587005815712589e-08
5.4445,7.309038910526252e-07,1.7686155693646384e-07,1.2257009005170816e-07,8.425232923710875e-08,6.4560624562098546e-08,8.8978077756494753e-08,6.2587591869396261e-08
5.44475,7.3086397220492928e-07,1.7674646082615778e-07,1.2267472235853078e-07,8.4267448461188429e-08,6.4566706365560194e-08,8.8983709953278117e-08,6.2588277599731901e-08
5.445,7.308238445109641e-07,1.7663054671542759e-07,1.2277993640943897e-07,8.4282586883544165e-08,6.4572831348036204e-08,8.8989338558130641e-08,6.258907952613666e-08
5.44525,7.3078346409909354e-07,1.7651389264996898e-07,1.2288565440489908e-07,8.4297743744208321e-08,6.4579001070971702e-08,8.8994974204905458e-08,6.2590020313732586e-08
5.4455,7.3074281352476225e-07,1.7639662083742708e-07,1.2299172481820119e-07,8.4312942177331651e-08,6.4585230632868389e-08,8.9000623281487564e-08,6.2591115423428622e-08
5.44575,7.3070189336667287e-07,1.7627879734908389e-07,1.230981367044511e-07,8.4328186562972268e-08,6.4591509933756369e-08,8.900630771034929e-08,6.2592352086609875e-08
5.446,7.3066067090004599e-07,1.7616047228640998e-07,1.2320486431817134e-07,8.434347641692294e-08,6.4597843983666528e-08,8.9012053646397798e-08,6.2593711374872055e-08
5.44625,7.3061925092125759e-07,1.760416344852957e-07,1.233118314620788e-07,8.4358818985956617e-08,6.4604231432686047e-08,8.9017850505324049e-08,6.2595185962672183e-08
5.4465,7.3057768144546678e-07,1.7592227659640784e-07,1.2341906665642978e-07,8.4374208800703301e-08,6.4610653881554457e-08,8.9023703926523679e-08,6.2596769729263879e-08
5.44675,7.3053604380022508e-07,1.7580239992732282e-07,1.2352651898123255e-07,8.4389633568834619e-08,6.4617107274738624e-08,8.9029625655722973e-08,6.2598426540607197e-08
5.447,7.3049441306426777e-07,1.7568201306237486e-07,1.2363412625206757e-07,8.4405070794415799e-08,6.4623580094301669e-08,8.9035597372846709e-08,6.2600130073376095e-08
5.44725,7.3045287002596533e-07,1.7556109263051355e-07,1.2374184031885046e-07,8.4420490245654048e-08,6.4630066959215054e-08,8.9041599767566538e-08,6.2601869255434453e-08
5.4475,7.304112959238775e-07,1.7543981024214423e-07,1.2384957506232575e-07,8.4435891841550875e-08,6.4636569965502982e-08,8.9047623269608205e-08,6.2603620697582104e-08
5.44775,7.3036954444106645e-07,1.7531840998552851e-07,1.239572595152162e-07,8.4451282202795685e-08,6.4643082257664284e-08,8.9053664469301195e-08,6.260534530921371e-08
5.448,7.3032759838799993e-07,1.7519700778214562e-07,1.2406482913565263e-07,8.4466657757248181e-08,6.4649580113379885e-08,8.9059750425150252e-08,6.2607024840209839e-08
5.44825,7.3028542310841257e-07,1.7507572048194776e-07,1.2417217613016277e-07,8.4482006928753704e-08,6.4656064996728578e-08,8.9065893375037119e-08,6.260864215224017e-08
5.4485,7.3024297944903997e-07,1.7495463529559326e-07,1.2427920589857387e-07,8.4497299431520397e-08,6.46625416337342e-08,8.9072085244364753e-08,6.2610179831446896e-08
5.44875,7.3020035734112085e-07,1.7483380117461135e-07,1.2438587609747487e-07,8.4512518872149627e-08,6.4669002292363747e-08,8.9078311780485197e-08,6.2611643755663444e-08
5.449,7.3015761768145866e-07,1.747132454554372e-07,1.2449210708757661e-07,8.4527690961010298e-08,6.4675448416039422e-08,8.9084584980071522e-08,6.2613039167620424e-08
5.44925,7.301147185834683e-07,1.7459311354052094e-07,1.245977766944492e-07,8.4542838713218245e-08,6.4681875644313511e-08,8.9090926071372568e-08,6.2614351100344615e-08
5.4495,7.3007166052518924e-07,1.7447358114065471e-07,1.2470278266783178e-07,8.4557941663688622e-08,6.4688302927620589e-08,8.9097325137274323e-08,6.2615578406938981e-08
5.44975,7.3002847472480414e-07,1.7435473326837195e-07,1.248070555586104e-07,8.4572964264776227e-08,6.4694746485610503e-08,8.9103787666573289e-08,6.2616715121923877e-08
5.45,7.2998512481586969e-07,1.7423659561147286e-07,1.2491064389363757e-07,8.4587874951160874e-08,6.4701204817937806e-08,8.9110310444306733e-08,6.2617771046861372e-08
5.45025,7.2994161573679189e-07,1.7411915385283779e-07,1.2501356706834606e-07,8.4602681356341163e-08,6.4707669412003552e-08,8.9116881339639071e-08,6.2618757242166553e-08
5.4505,7.2989809444448484e-07,1.740023667763616e-07,1.2511570166714112e-07,8.4617397169455089e-08,6.4714129500149739e-08,8.9123469951863946e-08,6.2619689104789885e-08
5.45075,7.2985466933304741e-07,1.7388627875721916e-07,1.25216965825089e-07,8.4632024035489404e-08,6.472058108089783e-08,8.9130079567053089e-08,6.2620595051150998e-08
5.451,7.2981134979344453e-07,1.7377089724885793e-07,1.2531736959801778e-07,8.4646549909035093e-08,6.4727030339273327e-08,8.91367384327152e-08,6.2621480086431437e-08
5.45125,7.2976814541232203e-07,1.7365615467674524e-07,1.2541692559337822e-07,8.4660958449683068e-08,6.4733455274937615e-08,8.9143446031973677e-08,6.2622391292423162e-08
5.4515,7.2972499543737511e-07,1.7354208715308046e-07,1.2551558291928641e-07,8.4675257825155993e-08,6.4739843690515971e-08,8.9150179655785522e-08,6.2623361421267472e-08
5.45175,7.296819081878107e-07,1.7342891195139556e-07,1.2561318150727458e-07,8.4689461077614572e-08,6.4746191251677359e-08,8.9156915980174448e-08,6.2624412963544782e-08
5.452,7.2963884332337627e-07,1.7331698597333201e-07,1.2570954302936302e-07,8.4703566346223979e-08,6.4752493395280509e-08,8.9163643180070356e-08,6.26255640044573e-08
5.45225,7.2959587371500648e-07,1.7320631205340963e-07,1.2580454346915142e-07,8.4717572739578533e-08,6.4758743016082865e-08,8.9170367701627941e-08,6.2626819524110954e-08
5.4525,7.2955298125837489e-07,1.7309685813718571e-07,1.2589814913795394e-07,8.4731469117740941e-08,6.4764941829747992e-08,8.917707721205309e-08,6.2628208826626584e-08
5.45275,7.2951016158060887e-07,1.7298858444518179e-07,1.2599039364151258e-07,8.4745236732669594e-08,6.4771081898089798e-08,8.9183788813125423e-08,6.2629742525803646e-08
5.453,7.294674654797728e-07,1.7288143922750818e-07,1.2608133427122143e-07,8.4758880524421086e-08,6.4777151530300452e-08,8.9190491435980009e-08,6.263143972749274e-08
5.45325,7.2942485430322902e-07,1.7277543910943715e-07,1.2617103417517366e-07,8.4772395784505958e-08,6.47831637471261e-08,8.9197173042716315e-08,6.2633306443144451e-08
5.4535,7.2938229488671601e-07,1.7267067965697347e-07,1.2625945446606363e-07,8.4785767864258108e-08,6.478914290818245e-08,8.9203810158456235e-08,6.2635348468513785e-08
5.45375,7.2933981820232035e-07,1.7256729334102469e-07,1.263465846840314e-07,8.4798963534572276e-08,6.4795098084331504e-08,8.9210422719167684e-08,6.2637554058788075e-08
5.454,7.2929742604149184e-07,1.724653239828733e-07,1.2643241380441773e-07,8.4811940613621914e-08,6.4801001649779239e-08,8.9217024492693885e-08,6.2639918894855836e-08
5.45425,7.2925514984061062e-07,1.7236477212780826e-07,1.2651682425016815e-07,8.4824698629899648e-08,6.4806856910082493e-08,8.9223595324602751e-08,6.2642441569124704e-08
5.4545,7.2921301893398738e-07,1.7226578190903638e-07,1.2659961479126974e-07,8.4837261397266037e-08,6.4812658142250623e-08,8.9230107091065601e-08,6.2645125077097647e-08
5.45475,7.2917121817610464e-07,1.7216838700474739e-07,1.2668056412155206e-07,8.4849635934080904e-08,6.4818391719495098e-08,8.9236530492920774e-08,6.2647971161918375e-08
5.455,7.2912973500684605e-07,1.7207272026783423e-07,1.2675960818155295e-07,8.4861832386120229e-08,6.4824047500958655e-08,8.9242865235390721e-08,6.2650987649674299e-08
5.45525,7.2908857247475475e-07,1.7197875850274513e-07,1.2683675452444116e-07,8.4873851361516228e-08,6.4829622134650562e-08,8.9249110831937135e-08,6.2654170333215093e-08
5.4555,7.2904768157937814e-07,1.7188647722590487e-07,1.2691204262536065e-07,8.4885689208001626e-08,6.4835135898396878e-08,8.925525637726644e-08,6.2657505153391653e-08
