Physical Time (s),ev_right Monitor (W): right_cv1,ev_right Monitor (W): right_cv2,ev_right Monitor (W): right_cv3,ev_right Monitor (W): right_cv4,ev_right Monitor (W): right_cv5,ev_right Monitor (W): right_cv6,ev_right Monitor (W): right_cv7
5.4275,2.6427356641071414e-07,3.7934955311905618e-07,3.1697331660840034e-07,2.9096837457373109e-07,2.8633972087317635e-07,1.9611605951196022e-07,1.8447674663667177e-09
5.42775,2.6634087867779698e-07,3.7409126038148019e-07,3.1237684200521595e-07,2.881268495269045e-07,2.8433115785365565e-07,1.9614720443125252e-07,1.821874390911047e-09
5.428,2.6841172688242439e-07,3.6877432552750015e-07,3.0776607427838692e-07,2.8526909431677794e-07,2.8231023372904495e-07,1.9616789155962944e-07,1.7990582941946081e-09
5.42825,2.7048548074278982e-07,3.6340129820422603e-07,3.0314232582603248e-07,2.8239542816659653e-07,2.802769996903159e-07,1.96177443474606e-07,1.7763227040208463e-09
5.4285,2.7256248928065788e-07,3.5797531773066538e-07,2.9850683412943118e-07,2.7950617039879737e-07,2.7823142056763626e-07,1.9617539603579993e-07,1.7536716700688247e-09
5.42875,2.746429345131723e-07,3.5249925119696253e-07,2.9386084513229575e-07,2.7660167854858012e-07,2.7617346525317623e-07,1.9616221625568121e-07,1.7311086654901328e-09
5.429,2.7672628952863983e-07,3.4697398754657781e-07,2.8920564784283073e-07,2.7368236731346054e-07,2.7410322446459238e-07,1.961384276390832e-07,1.7086364257431323e-09
5.42925,2.7881237379843403e-07,3.413997965717838e-07,2.8454254431797135e-07,2.7074858349915261e-07,2.7202083274902851e-07,1.9610445892649836e-07,1.68625776467499e-09
5.4295,2.8090139498866629e-07,3.3577812899963847e-07,2.7987283952822447e-07,2.6780061439762835e-07,2.6992644505842569e-07,1.9606084048690511e-07,1.6639759949153235e-09
5.42975,2.8299341717449792e-07,3.3011052626507413e-07,2.7519789413718949e-07,2.6483880165274257e-07,2.678202984206994e-07,1.960078819775417e-07,1.6417951595602338e-09
5.43,2.850878782234456e-07,3.2439913399786214e-07,2.7051909693243353e-07,2.6186353399962836e-07,2.6570261945902624e-07,1.9594581734108209e-07,1.6197187190776882e-09
5.43025,2.8718443416866612e-07,3.1864698616798123e-07,2.6583787209578329e-07,2.5887522603382117e-07,2.6357359066101056e-07,1.9587481246019605e-07,1.5977499295872479e-09
5.4305,2.8928295763904166e-07,3.1285721941325513e-07,2.6115565654392889e-07,2.558742488615939e-07,2.6143332201620079e-07,1.9579491618323776e-07,1.5758920434036774e-09
5.43075,2.9138298832220773e-07,3.0703276191454309e-07,2.5647385517273768e-07,2.5286099045892631e-07,2.5928196579648298e-07,1.9570456454234781e-07,1.5541478930027355e-09
5.431,2.934834311948286e-07,3.0117583567105087e-07,2.5179381304672876e-07,2.49835871061851e-07,2.5711963722576813e-07,1.9560364790920638e-07,1.5325210604367093e-09
5.43125,2.9558420902980097e-07,2.9528895939172974e-07,2.4711680712795303e-07,2.4679933781486707e-07,2.5494637361048498e-07,1.9549214665652149e-07,1.5110155437600049e-09
5.4315,2.9768555520279407e-07,2.8937494732144652e-07,2.4244412686160083e-07,2.4375186366693323e-07,2.5276220064824208e-07,1.9537056057868058e-07,1.4896353055647722e-09
5.43175,2.9978671483538111e-07,2.8343577463574108e-07,2.3777712120660223e-07,2.4069398248062297e-07,2.5056723643142483e-07,1.9523893352709382e-07,1.4683842955244042e-09
5.432,3.0188759423560345e-07,2.7747261380901918e-07,2.3311713509321909e-07,2.3762627483472688e-07,2.4836165068454083e-07,1.9509766175579109e-07,1.4472658213076939e-09
5.43225,3.0398861709959564e-07,2.7148856774658013e-07,2.2846548456845886e-07,2.3454931984223679e-07,2.4614570064441116e-07,1.9494725026372674e-07,1.4262828782802805e-09
5.4325,3.0608960687848795e-07,2.6548831527526401e-07,2.2382348871951976e-07,2.3146370000403686e-07,2.4391959421466466e-07,1.9478801432667356e-07,1.40543862611427e-09
5.43275,3.0819018684177387e-07,2.5947693988524023e-07,2.1919251797239988e-07,2.283699999910296e-07,2.416835179359122e-07,1.9461994191207492e-07,1.3847353188047639e-09
5.433,3.102896472657083e-07,2.5345930324039082e-07,2.1457398046005163e-07,2.252688028733213e-07,2.3943760753038067e-07,1.9444291933980843e-07,1.364173996851736e-09
5.43325,3.1238792267674162e-07,2.4744016155117387e-07,2.0996937374766679e-07,2.2216070298624115e-07,2.3718192694355892e-07,1.9425683765812137e-07,1.3437564588096605e-09
5.4335,3.1448518235434639e-07,2.4142422989501195e-07,2.0538025219464795e-07,2.1904630116351708e-07,2.3491654588221809e-07,1.9406167363815236e-07,1.3234854810719589e-09
5.43375,3.16580868536266e-07,2.3541557644093874e-07,2.0080808913391428e-07,2.1592620050488773e-07,2.3264161879767519e-07,1.9385733252371679e-07,1.3033629428054238e-09
5.434,3.1867404446009441e-07,2.294176391670554e-07,1.9625423886151575e-07,2.1280102921225574e-07,2.3035737215956296e-07,1.9364378728786929e-07,1.2833895785477306e-09
5.43425,3.2076412952891746e-07,2.2343440288901417e-07,1.9172002303264156e-07,2.0967145080419501e-07,2.2806401469546608e-07,1.9342076177893653e-07,1.2635706901173554e-09
5.4345,3.2285154241280589e-07,2.1747023405610855e-07,1.8720681026478085e-07,2.0653815322851331e-07,2.2576167829625954e-07,1.9318800206086941e-07,1.2439112249324298e-09
5.43475,3.2493686690302893e-07,2.1152978081888195e-07,1.8271595713156818e-07,2.0340183459074475e-07,2.2345054409154999e-07,1.9294557923051668e-07,1.2244152486391656e-09
5.435,3.270191309424421e-07,2.0561692406289743e-07,1.78248741196368e-07,2.0026320751507778e-07,2.2113089932206083e-07,1.9269335055111258e-07,1.2050869096308737e-09
5.43525,3.2909774339443288e-07,1.9973585017997343e-07,1.7380643971220925e-07,1.971229752126103e-07,2.1880304803589002e-07,1.9243083412995488e-07,1.1859303775581176e-09
5.4355,3.3117318712137478e-07,1.9389227995108245e-07,1.6939046328175807e-07,1.9398182763779157e-07,2.1646726576429901e-07,1.9215787788419977e-07,1.1669497223492481e-09
5.43575,3.3324511353225073e-07,1.8809032911198764e-07,1.6500229788331757e-07,1.9084045855611361e-07,2.1412386055814173e-07,1.9187451545651198e-07,1.1481486458345118e-09
5.436,3.3531262999154535e-07,1.8233314887950835e-07,1.6064342968129066e-07,1.8769959588262658e-07,2.1177318870679787e-07,1.9158071157469694e-07,1.1295316420371688e-09
5.43625,3.3737502521982583e-07,1.7662484336331273e-07,1.5631531962192965e-07,1.8456002193204247e-07,2.0941561237179484e-07,1.9127636965101154e-07,1.1111035554054842e-09
5.4365,3.3943260284791702e-07,1.7097052718750462e-07,1.5201945555283838e-07,1.8142260261857843e-07,2.0705149153024252e-07,1.9096163198230787e-07,1.0928691932357286e-09
5.43675,3.4148515482566386e-07,1.6537503209081222e-07,1.4775738313239912e-07,1.7828824384971314e-07,2.0468117759059839e-07,1.906369551870036e-07,1.0748330209053764e-09
5.437,3.4353221324401742e-07,1.5984295950283073e-07,1.4353059020226327e-07,1.7515778043935025e-07,2.0230500007124827e-07,1.9030250979206916e-07,1.0569993857059495e-09
5.43725,3.4557325496425017e-07,1.5437858986066668e-07,1.393405074323723e-07,1.72031925896785e-07,1.9992320968213946e-07,1.8995809321244058e-07,1.0393725047020328e-09
5.4375,3.4760853386082825e-07,1.4898642930794947e-07,1.3518855269885064e-07,1.6891133077122784e-07,1.9753601929283289e-07,1.896034683927177e-07,1.0219561411808456e-09
5.43775,3.4963743608416169e-07,1.4367101950225502e-07,1.3107609934053662e-07,1.6579665229884375e-07,1.9514369401665192e-07,1.8923839235694004e-07,1.0047529199240779e-09
5.438,3.5165940457920528e-07,1.3843719076207031e-07,1.2700450084524807e-07,1.6268858102856388e-07,1.9274656229074122e-07,1.8886245565937287e-07,9.8776430187222533e-10
5.43825,3.5367380770127145e-07,1.3329025747139703e-07,1.2297506878253481e-07,1.5958791351925387e-07,1.9034494901706269e-07,1.8847533899771562e-07,9.7099189328335315e-10
5.4385,3.5568085556476885e-07,1.2823580880759989e-07,1.1898915964298535e-07,1.5649543813682989e-07,1.8793914548216988e-07,1.8807694222693111e-07,9.5443824292707567e-10
5.43875,3.5768015107610324e-07,1.2327973184456751e-07,1.1504824866809484e-07,1.5341194619897568e-07,1.855294861838181e-07,1.8766704560656362e-07,9.381063570587059e-10
5.439,3.5967142804228413e-07,1.1842769402309672e-07,1.1115382557772374e-07,1.503383046582365e-07,1.8311637398956505e-07,1.8724551444832993e-07,9.2199885034324962e-10
5.43925,3.6165475786763878e-07,1.1368515906094418e-07,1.0730734208413505e-07,1.4727534869234326e-07,1.8070020687987769e-07,1.8681234992970968e-07,9.0611839135763875e-10
5.4395,3.6363087723163285e-07,1.0905760072427192e-07,1.0351023507837664e-07,1.4422385886119319e-07,1.7828133156677647e-07,1.8636757568369806e-07,8.9046856311860628e-10
5.43975,3.6559913006586683e-07,1.0454869277529051e-07,9.9764050660170797e-08,1.4118462064645833e-07,1.7586007975149751e-07,1.8591123566884176e-07,8.7505315218562155e-10
5.44,3.6755814723020549e-07,1.001625222478487e-07,9.607028219570371e-08,1.3815842558412749e-07,1.7343679209502654e-07,1.8544329256262636e-07,8.5987518431563779e-10
5.44025,3.6950718527021927e-07,9.5903919929202032e-08,9.2430295888231531e-08,1.3514607273278997e-07,1.7101177854821715e-07,1.8496376614530994e-07,8.4493737732673351e-10
5.4405,3.7144654137890855e-07,9.1778174014635762e-08,8.8845380826435609e-08,1.3214837880081525e-07,1.6858535053468171e-07,1.8447267488303052e-07,8.3024258624204804e-10
5.44075,3.7337631881569046e-07,8.7790487384491072e-08,8.5316829430348652e-08,1.2916616894906286e-07,1.6615790590564627e-07,1.8397003108876247e-07,8.157938778939674e-10
5.441,3.7529564772172042e-07,8.394527239563327e-08,8.1845927288590137e-08,1.2620026398934645e-07,1.6372992318155001e-07,1.8345580051430775e-07,8.0159369069433191e-10
5.44125,3.7720432749943052e-07,8.0246386946827894e-08,7.8434067618123197e-08,1.2325146369444198e-07,1.6130189970076653e-07,1.8292994354404658e-07,7.8764387955788778e-10
5.4415,3.7910248412926608e-07,7.6697274274081045e-08,7.5082653652478859e-08,1.2032059505297489e-07,1.5887431809364218e-07,1.8239239897211647e-07,7.7394600203015255e-10
5.44175,3.8098977350994634e-07,7.3301535721281494e-08,7.1792982824324895e-08,1.1740849494377097e-07,1.5644768266352676e-07,1.8184325993288792e-07,7.6050162477689927e-10
5.442,3.8286488576629452e-07,7.006275376525823e-08,6.8566368725731005e-08,1.1451594834184858e-07,1.5402252608854036e-07,1.8128274263403903e-07,7.4731294332382557e-10
5.44225,3.8472788135692112e-07,6.6984708835503254e-08,6.5404158287234364e-08,1.1164377095224765e-07,1.5159935686900107e-07,1.8071088090715786e-07,7.3438278396491995e-10
5.4425,3.8657872486822041e-07,6.407130970008782e-08,6.2307636567088102e-08,1.0879280789138715e-07,1.4917861303344617e-07,1.8012765885600632e-07,7.2171471607322031e-10
5.44275,3.8841738052518563e-07,6.1327074392036541e-08,5.9278007845161225e-08,1.0596387183231278e-07,1.4676075065429848e-07,1.7953328979846621e-07,7.0931241260180448e-10
5.443,3.9024277572747937e-07,5.8755972013388399e-08,5.6316463663176967e-08,1.0315766215727869e-07,1.4434624917450654e-07,1.7892792895424215e-07,6.9718036553508591e-10
5.44325,3.9205468444802004e-07,5.6361075874315195e-08,5.3424221895851562e-08,1.0037489865977011e-07,1.4193561784919626e-07,1.7831181519423247e-07,6.8532364694594164e-10
5.4435,3.9385376182542634e-07,5.4144409847976906e-08,5.0602452175485557e-08,9.7616388551704372e-08,1.3952936486572943e-07,1.7768514555622032e-07,6.7374749174502918e-10
5.44375,3.9563968413853624e-07,5.2108024344536859e-08,4.7852292799046715e-08,9.4883022744586817e-08,1.3712799967795141e-07,1.7704789910853895e-07,6.6245682353526954e-10
5.444,3.9741121979533533e-07,5.0254356128370281e-08,4.5174835040980357e-08,9.2175712390479229e-08,1.3473206413939699e-07,1.764002226177514e-07,6.514566907685825e-10
5.44425,3.9916736395439412e-07,4.8586288776780652e-08,4.2571149598925783e-08,8.9495347439082196e-08,1.3234205378430906e-07,1.7574208721884278e-07,6.4075242801996418e-10
5.4445,4.0090859769146158e-07,4.7107190105605819e-08,4.004221402825568e-08,8.6842790243898966e-08,1.2995841329776908e-07,1.7507355541455825e-07,6.3034890975791247e-10
5.44475,4.0263434564287232e-07,4.5820210439076611e-08,3.7589053333343173e-08,8.4218843284528645e-08,1.2758156808135056e-07,1.7439464941440705e-07,6.2024995033616433e-10
5.445,4.0434387058593725e-07,4.4729069474613506e-08,3.5212745863630883e-08,8.1624244591818759e-08,1.252119621925058e-07,1.7370519724359617e-07,6.1045850652828136e-10
5.44525,4.0603693533029976e-07,4.3836502920068036e-08,3.2914430649253405e-08,7.9059841016116205e-08,1.2285005972445351e-07,1.730053592367791e-07,6.009786402677088e-10
5.4455,4.0771414970772107e-07,4.3143773390315333e-08,3.069513167337059e-08,7.6526537623425959e-08,1.2049636083480963e-07,1.7229510596830785e-07,5.918122775126902e-10
5.44575,4.0937518632231291e-07,4.2650827035437235e-08,2.8555754524615139e-08,7.4025147473144035e-08,1.1815144286742833e-07,1.7157441364154383e-07,5.8296162903365932e-10
5.446,4.1101961304098407e-07,4.2357290775778577e-08,2.6497181738172306e-08,7.1556483455842574e-08,1.1581595156578629e-07,1.7084330163052852e-07,5.7442851431317224e-10
5.44625,4.1264843870856961e-07,4.2263473537583173e-08,2.4520299944811509e-08,6.9121374830527684e-08,1.1349050348213146e-07,1.7010146302594314e-07,5.6621494659667216e-10
5.4465,4.1426272667094056e-07,4.2370484050517624e-08,2.2625935855296468e-08,6.6720669708518625e-08,1.1117566467077912e-07,1.6934886891041596e-07,5.5832502714738056e-10
5.44675,4.1586160231492199e-07,4.2680279555702379e-08,2.0814927137224646e-08,6.4355176763254559e-08,1.0887199007232662e-07,1.6858574355447649e-07,5.5076076786583916e-10
5.447,4.1744422060405394e-07,4.319486233409811e-08,1.9088096055722009e-08,6.2025639404609378e-08,1.0658007395732714e-07,1.6781199748046002e-07,5.4352240180849572e-10
5.44725,4.1900998966778442e-07,4.3915426221174758e-08,1.7446178486694147e-08,5.9732825113688547e-08,1.0430048415722564e-07,1.6702747504753888e-07,5.3661190971342276e-10
5.4475,4.2055950996998737e-07,4.4841577713470595e-08,1.5889904312344161e-08,5.7477509119386924e-08,1.0203375692645109e-07,1.662320642268238e-07,5.3003276678711492e-10
5.44775,4.2209102273947987e-07,4.5972841204244747e-08,1.4420048841940817e-08,5.5260453544644192e-08,9.9780455534690283e-08,1.6542614463284355e-07,5.237904745684651e-10
5.448,4.2360364681395615e-07,4.7308081089155279e-08,1.3037355102851184e-08,5.3082420667355984e-08,9.7541172324800926e-08,1.6460973655719308e-07,5.1788867735662107e-10
5.44825,4.250978224192063e-07,4.8845657431766805e-08,1.174248643001019e-08,5.0944173878558483e-08,9.5316502582502545e-08,1.6378276908234842e-07,5.1232762430721049e-10
5.4485,4.2657419461435459e-07,5.0584149394706245e-08,1.0536011345495299e-08,4.8846422761589129e-08,9.3107029960681092e-08,1.6294545334230146e-07,5.0710985985752529e-10
5.44875,4.2803096792442758e-07,5.2523345345427137e-08,9.41844449974229e-09,4.6789897543232796e-08,9.0913338227757508e-08,1.6209794627338638e-07,5.022394572588989e-10
5.449,4.2946731376346683e-07,5.4663953959043195e-08,8.3902716029564956e-09,4.4775245218828736e-08,8.8736022424847263e-08,1.6124023995819414e-07,4.9772191354147571e-10
5.44925,4.3088363661023998e-07,5.7006391103710956e-08,7.4519859897260032e-09,4.2803123491032251e-08,8.6575636328297394e-08,1.6037246566056931e-07,4.9355898481889369e-10
5.4495,4.3227988527813593e-07,5.9549639207115187e-08,6.6040383511585059e-09,4.0874226683182959e-08,8.4432673713558717e-08,1.5949468956165134e-07,4.8974930025312386e-10
5.44975,4.3365393277509067e-07,6.2291835469316468e-08,5.8468058437972054e-09,3.8989399279670437e-08,8.2307656628621168e-08,1.5860686527121833e-07,4.8629391435309756e-10
5.45,4.3500561035558802e-07,6.5230527823505007e-08,5.1806059454797056e-09,3.714947600538397e-08,8.0201163027816576e-08,1.5770916198117944e-07,4.8319745161094909e-10
5.45025,4.3633557088626796e-07,6.8363421544548687e-08,4.6056470554013877e-09,3.535514122299357e-08,7.8113748652600643e-08,1.5680186912963906e-07,4.8046267064400986e-10
5.4505,4.3764405755798491e-07,7.1687981706363483e-08,4.122174587402633e-09,3.3606910096562288e-08,7.6045926160057478e-08,1.5588493919595598e-07,4.7808814267487952e-10
5.45075,4.389307208669434e-07,7.5201791946411191e-08,3.7305256386936593e-09,3.1905251561979213e-08,7.3998212413609457e-08,1.549581958798726e-07,4.7607405921587629e-10
5.451,4.4019537643339584e-07,7.8902772233405999e-08,3.4309060642994271e-09,3.025065967190977e-08,7.1971130366240051e-08,1.5402179563335557e-07,4.7442468274954873e-10
5.45125,4.4143739759266244e-07,8.2788710137059971e-08,3.22338517682981e-09,2.8643693922404758e-08,6.9965183913775498e-08,1.5307594068471863e-07,4.731438522194397e-10
5.4515,4.4265646288852703e-07,8.6856831232364951e-08,3.1079753926047622e-09,2.7084948534778378e-08,6.7980834819845756e-08,1.5212078121741069e-07,4.7223396144356189e-10
5.45175,4.43852373624808e-07,9.1103922054708748e-08,3.0846955427000857e-09,2.5574999011874746e-08,6.6018561406347618e-08,1.5115641152690321e-07,4.7169617724914002e-10
5.452,4.4502432014718489e-07,9.5526457990772898e-08,3.1535349224554248e-09,2.4114402741135577e-08,6.4078879840210453e-08,1.5018300645504848e-07,4.7153351194649086e-10
5.45225,4.4617177389866056e-07,1.0012070906202923e-07,3.3144412767034341e-09,2.2703673597632402e-08,6.2162301015092451e-08,1.4920076788268069e-07,4.7174990514617175e-10
5.4525,4.4729504203632168e-07,1.0488252242543495e-07,3.5672489528706697e-09,2.13433023861272e-08,6.026932771193915e-08,1.4820985961058451e-07,4.723490811168706e-10
5.45275,4.483949110381235e-07,1.0980798250475175e-07,3.9118388959774327e-09,2.0033690322705633e-08,5.8400481742215258e-08,1.4721041116599264e-07,4.7332957185667079e-10
5.453,4.4947031805781127e-07,1.1489325480592713e-07,4.3480583471187859e-09,1.8775242300096552e-08,5.6556305879083749e-08,1.4620262196159188e-07,4.7469346203085708e-10
5.45325,4.5052018941760332e-07,1.201343898044167e-07,4.87563446550427e-09,1.7568439003568768e-08,5.4737311155283823e-08,1.4518671227719625e-07,4.7644583364290846e-10
5.4535,4.5154436621149522e-07,1.2552722203896264e-07,5.4942564325994809e-09,1.6413765077498735e-08,5.294401976467554e-08,1.4416281123222062e-07,4.7858942377747888e-10
5.45375,4.5254372704639196e-07,1.3106782442759572e-07,6.2036650467117788e-09,1.5311653666746951e-08,5.1176984221260752e-08,1.4313102381773709e-07,4.8112352439812165e-10
5.454,4.5351696412850511e-07,1.3675212651246077e-07,7.0036182255216554e-09,1.4262520134820728e-08,4.9436746393463228e-08,1.420915614804783e-07,4.8405203958584885e-10
5.45425,4.5446337446520327e-07,1.4257551905483368e-07,7.8938532857992517e-09,1.3266787347409609e-08,4.7723799035402969e-08,1.4104459067551245e-07,4.8738106269483211e-10
5.4545,4.5538357452126719e-07,1.4853343468904667e-07,8.8739071934109546e-09,1.2324861913752108e-08,4.6038548616551525e-08,1.3999014413832134e-07,4.9110906088713727e-10
5.45475,4.562793731852593e-07,1.546213759312613e-07,9.9432800962789611e-09,1.1437121599606539e-08,4.4381356469274192e-08,1.3892830068171309e-07,4.9523960789062167e-10
5.455,4.5714907943406922e-07,1.608345774504549e-07,1.1101468693569253e-08,1.0603887325918315e-08,4.2752577690188015e-08,1.378591492348816e-07,4.9977956573122852e-10
5.45525,4.5799118918995149e-07,1.6716829714284244e-07,1.2347936930710007e-08,9.8254784027009173e-09,4.1152561533577526e-08,1.3678272923586258e-07,5.0473105843571961e-10
